name,sex,age,height,weight,team,noc,year,season,sport,medal
Ulla Salzgeber (Helbing-),F,42.0,180,65,Germany,GER,2000,Summer,Equestrianism,Bronze
Ulla Salzgeber (Helbing-),F,42.0,180,65,Germany,GER,2000,Summer,Equestrianism,Gold
Ulla Salzgeber (Helbing-),F,46.0,180,65,Germany,GER,2004,Summer,Equestrianism,Silver
Ulla Salzgeber (Helbing-),F,46.0,180,65,Germany,GER,2004,Summer,Equestrianism,Gold
Urs Salzmann,M,29.0,174,81,Switzerland-1,SUI,1984,Winter,Bobsleigh,Bronze
Renzo Sambo,M,26.0,190,90,Italy,ITA,1968,Summer,Rowing,Gold
Luigi Samele,M,25.0,191,73,Italy,ITA,2012,Summer,Fencing,Bronze
Aya Sameshima,F,25.0,163,54,Japan,JPN,2012,Summer,Football,Silver
Gulnara Iskanderovna Samitova-Galkina,F,30.0,178,54,Russia,RUS,2008,Summer,Athletics,Gold
Samiullah Khan,M,24.0,171,64,Pakistan,PAK,1976,Summer,Hockey,Bronze
Eva Samkov,F,20.0,171,68,Czech Republic,CZE,2014,Winter,Snowboarding,Gold
George Samolenko,M,29.0,173,72,Canada,CAN,1960,Winter,Ice Hockey,Silver
"Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)",F,27.0,168,54,Soviet Union,URS,1988,Summer,Athletics,Bronze
"Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)",F,27.0,168,54,Soviet Union,URS,1988,Summer,Athletics,Gold
"Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)",F,30.0,168,54,Unified Team,EUN,1992,Summer,Athletics,Silver
Anatoly Vasilyevich Samotsvetov,M,23.0,183,107,Soviet Union,URS,1956,Summer,Athletics,Bronze
"Edward Horace ""Ed"" Sampson",M,34.0,180,77,United States,USA,1956,Winter,Ice Hockey,Silver
Paul Curkeet Samson,M,22.0,198,114,United States,USA,1928,Summer,Swimming,Gold
Aleksandr Vasilyevich Samsonov,M,19.0,187,80,Soviet Union,URS,1972,Summer,Swimming,Bronze
Sergey Viktorovich Samsonov,M,23.0,172,81,Russia,RUS,2002,Winter,Ice Hockey,Bronze
Samuel Fuchs,M,24.0,200,89,Brazil,BRA,2008,Summer,Volleyball,Silver
"Robert Lewis ""Bob"" Samuelson",M,25.0,195,99,United States,USA,1992,Summer,Volleyball,Bronze
Evelina Louise Samuelsson,F,17.0,160,60,Sweden,SWE,2002,Winter,Ice Hockey,Bronze
Jessica Eva Katarina Samuelsson,F,24.0,166,59,Sweden,SWE,2016,Summer,Football,Silver
Karl Mikael Samuelsson,M,29.0,186,94,Sweden,SWE,2006,Winter,Ice Hockey,Gold
Alf Tommy Samuelsson,M,20.0,174,74,Sweden,SWE,1980,Winter,Ice Hockey,Bronze
Alf Tommy Samuelsson,M,28.0,174,74,Sweden,SWE,1988,Winter,Ice Hockey,Bronze
Valentin Samungi,M,30.0,184,77,Romania,ROU,1972,Summer,Handball,Bronze
Varteres Varteresovich Samurgashev,M,21.0,172,74,Russia,RUS,2000,Summer,Wrestling,Gold
Varteres Varteresovich Samurgashev,M,24.0,172,74,Russia,RUS,2004,Summer,Wrestling,Bronze
Fernando San Emeterio Lara,M,28.0,199,105,Spain,ESP,2012,Summer,Basketball,Silver
Juan Antonio San Epifanio Ruiz,M,25.0,198,89,Spain,ESP,1984,Summer,Basketball,Silver
Levan Sanadze,M,23.0,174,70,Soviet Union,URS,1952,Summer,Athletics,Silver
Mohammad Ali Sanatkaran,M,27.0,175,78,Iran,IRI,1964,Summer,Wrestling,Bronze
"Alden Reamer ""Zeke"" Sanborn",M,20.0,188,84,United States,USA,1920,Summer,Rowing,Gold
Elier Snchez Quesada,M,21.0,186,90,Cuba,CUB,2008,Summer,Baseball,Silver
Eriel Snchez Len,M,29.0,183,94,Cuba,CUB,2004,Summer,Baseball,Gold
Eriel Snchez Len,M,33.0,183,94,Cuba,CUB,2008,Summer,Baseball,Silver
Germn Sal Snchez Snchez,M,20.0,165,50,Mexico,MEX,2012,Summer,Diving,Silver
Germn Sal Snchez Snchez,M,24.0,165,50,Mexico,MEX,2016,Summer,Diving,Silver
Joel Snchez Guerrero,M,36.0,175,53,Mexico,MEX,2000,Summer,Athletics,Bronze
"Francisco ""Kiko"" Snchez Luna",M,26.0,190,72,Spain,ESP,1992,Summer,Sailing,Gold
Laura Aleida Snchez Soto,F,26.0,165,55,Mexico,MEX,2012,Summer,Diving,Bronze
Marta Snchez Salfrn,F,31.0,178,75,Cuba,CUB,2004,Summer,Volleyball,Bronze
"Juan Ignacio ""Pepe"" Snchez Brown",M,27.0,193,90,Argentina,ARG,2004,Summer,Basketball,Gold
Roco Mara Snchez Moccia,F,23.0,157,54,Argentina,ARG,2012,Summer,Hockey,Silver
Samuel Snchez Gonzlez,M,30.0,181,68,Spain,ESP,2008,Summer,Cycling,Gold
Wilber Snchez Amita,M,23.0,159,48,Cuba,CUB,1992,Summer,Wrestling,Bronze
"Arnzazu Isabel Mara ""Arantxa"" Snchez Vicario",F,20.0,169,56,Spain,ESP,1992,Summer,Tennis,Bronze
"Arnzazu Isabel Mara ""Arantxa"" Snchez Vicario",F,20.0,169,56,Spain,ESP,1992,Summer,Tennis,Silver
"Arnzazu Isabel Mara ""Arantxa"" Snchez Vicario",F,24.0,169,56,Spain,ESP,1996,Summer,Tennis,Silver
"Arnzazu Isabel Mara ""Arantxa"" Snchez Vicario",F,24.0,169,56,Spain,ESP,1996,Summer,Tennis,Bronze
Emilio Angel Snchez Vicario,M,23.0,179,74,Spain,ESP,1988,Summer,Tennis,Silver
Brit Sandaune,F,24.0,172,65,Norway,NOR,1996,Summer,Football,Bronze
Brit Sandaune,F,28.0,172,65,Norway,NOR,2000,Summer,Football,Gold
Tom Sandberg,M,28.0,175,66,Norway,NOR,1984,Winter,Nordic Combined,Gold
"Christopher Joseph ""Chris"" Sande",M,24.0,173,74,Kenya,KEN,1988,Summer,Boxing,Bronze
Kaitlin Shea Sandeno (-Hogan),F,17.0,168,54,United States,USA,2000,Summer,Swimming,Bronze
Kaitlin Shea Sandeno (-Hogan),F,21.0,168,54,United States,USA,2004,Summer,Swimming,Bronze
Kaitlin Shea Sandeno (-Hogan),F,21.0,168,54,United States,USA,2004,Summer,Swimming,Gold
Kaitlin Shea Sandeno (-Hogan),F,21.0,168,54,United States,USA,2004,Summer,Swimming,Silver
Maria Sander (Domagala-),F,27.0,165,69,Germany,GER,1952,Summer,Athletics,Bronze
Maria Sander (Domagala-),F,27.0,165,69,Germany,GER,1952,Summer,Athletics,Silver
Taylor Sander,M,24.0,193,86,United States,USA,2016,Summer,Volleyball,Bronze
Anthony Marcus Sanders,M,26.0,185,91,United States,USA,2000,Summer,Baseball,Gold
"Richard Joseph ""Rich"" Sanders",M,23.0,166,57,United States,USA,1968,Summer,Wrestling,Silver
"Richard Joseph ""Rich"" Sanders",M,27.0,166,57,United States,USA,1972,Summer,Wrestling,Silver
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,19.0,175,57,United States,USA,1992,Summer,Swimming,Gold
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,19.0,175,57,United States,USA,1992,Summer,Swimming,Silver
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,19.0,175,57,United States,USA,1992,Summer,Swimming,Bronze
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,19.0,175,57,United States,USA,1992,Summer,Swimming,Gold
"Franklyn Bonn ""Frank"" Sanders, Jr.",M,22.0,188,98,United States,USA,1972,Winter,Ice Hockey,Silver
Annemarie Sanders-Keijzer,F,34.0,163,52,Netherlands,NED,1992,Summer,Equestrianism,Silver
"Tonya Denise ""Teee"" Sanders-Williams (-Slacanin)",F,24.0,180,66,United States,USA,1992,Summer,Volleyball,Bronze
Cael Norman Sanderson,M,25.0,182,84,United States,USA,2004,Summer,Wrestling,Gold
"Theresa Ione ""Tessa"" Sanderson (-White)",F,28.0,168,70,Great Britain,GBR,1984,Summer,Athletics,Gold
Mirko Sandi,M,22.0,198,100,Yugoslavia,YUG,1964,Summer,Water Polo,Silver
Mirko Sandi,M,26.0,198,100,Yugoslavia,YUG,1968,Summer,Water Polo,Gold
Marita Sandig (-Gasch),F,22.0,175,68,East Germany,GDR,1980,Summer,Rowing,Gold
Olof rjan Sandler,M,27.0,180,74,Sweden,SWE,1968,Winter,Speed Skating,Bronze
Sandra Maria Suruagy Lima,F,33.0,178,63,Brazil,BRA,1996,Summer,Volleyball,Bronze
Sandra Tavares Pires Nascimento,F,23.0,174,64,Brazil-1,BRA,1996,Summer,Beach Volleyball,Gold
Sandro Raniere Guimares Cordeiro,M,23.0,187,75,Brazil,BRA,2012,Summer,Football,Silver
Leevan Sands,M,26.0,191,82,Bahamas,BAH,2008,Summer,Athletics,Bronze
Tomas Sandstrm,M,19.0,189,92,Sweden,SWE,1984,Winter,Ice Hockey,Bronze
Ulf Hendry Sandstrm,M,20.0,180,81,Sweden,SWE,1988,Winter,Ice Hockey,Bronze
Michael Sandstd,M,24.0,180,74,Denmark,DEN,1992,Summer,Cycling,Bronze
Adam Sandurski,M,27.0,214,135,Poland,POL,1980,Summer,Wrestling,Bronze
Monica Sandve (-Langeland),F,26.0,168,62,Norway,NOR,2000,Summer,Handball,Bronze
Viktor Saneyev,M,23.0,188,78,Soviet Union,URS,1968,Summer,Athletics,Gold
Viktor Saneyev,M,26.0,188,78,Soviet Union,URS,1972,Summer,Athletics,Gold
Viktor Saneyev,M,30.0,188,78,Soviet Union,URS,1976,Summer,Athletics,Gold
Viktor Saneyev,M,34.0,188,78,Soviet Union,URS,1980,Summer,Athletics,Silver
Ippolito Sanfratello,M,32.0,180,77,Italy,ITA,2006,Winter,Speed Skating,Gold
Julius Sang,M,26.0,175,69,Kenya,KEN,1972,Summer,Athletics,Bronze
Julius Sang,M,26.0,175,69,Kenya,KEN,1972,Summer,Athletics,Gold
Patrick Kiprop Sang,M,28.0,180,65,Kenya,KEN,1992,Summer,Athletics,Silver
Sang Xue,F,16.0,157,42,China,CHN,2000,Summer,Diving,Gold
Daniel Ren Claude Sangouma,M,23.0,187,84,France,FRA,1988,Summer,Athletics,Bronze
Kseniya Andreyevna Sankovich,F,18.0,172,54,Belarus,BLR,2008,Summer,Rhythmic Gymnastics,Bronze
Kseniya Andreyevna Sankovich,F,22.0,172,54,Belarus,BLR,2012,Summer,Rhythmic Gymnastics,Silver
Yuko Sano,F,32.0,159,53,Japan,JPN,2012,Summer,Volleyball,Bronze
Jordi Sans Juan,M,26.0,180,70,Spain,ESP,1992,Summer,Water Polo,Silver
Jordi Sans Juan,M,30.0,180,70,Spain,ESP,1996,Summer,Water Polo,Gold
Boris Louis Sanson,M,27.0,193,80,France,FRA,2008,Summer,Fencing,Gold
Andrea Santarelli,M,23.0,184,76,Italy,ITA,2016,Summer,Fencing,Silver
Elisa Santoni,F,16.0,176,56,Italy,ITA,2004,Summer,Rhythmic Gymnastics,Silver
Elisa Santoni,F,24.0,176,56,Italy,ITA,2012,Summer,Rhythmic Gymnastics,Bronze
Jenna Santoromito,F,21.0,169,65,Australia,AUS,2008,Summer,Water Polo,Bronze
Mia Santoromito,F,23.0,169,80,Australia,AUS,2008,Summer,Water Polo,Bronze
Paulo dos Santos,M,24.0,178,64,Brazil,BRA,1984,Summer,Football,Silver
Carles Sanz Lpez,M,21.0,177,88,Spain,ESP,1996,Summer,Water Polo,Gold
Salvatore Sanzo,M,24.0,178,73,Italy,ITA,2000,Summer,Fencing,Bronze
Salvatore Sanzo,M,28.0,178,73,Italy,ITA,2004,Summer,Fencing,Silver
Salvatore Sanzo,M,28.0,178,73,Italy,ITA,2004,Summer,Fencing,Gold
Salvatore Sanzo,M,32.0,178,73,Italy,ITA,2008,Summer,Fencing,Bronze
Stasys aparnis,M,29.0,174,72,Soviet Union,URS,1968,Summer,Modern Pentathlon,Silver
Yury Nikolayevich Sapega,M,23.0,196,85,Soviet Union,URS,1988,Summer,Volleyball,Silver
"Debora Elaine ""Debra"" Sapenter (-Speight, -Christopher)",F,24.0,170,52,United States,USA,1976,Summer,Athletics,Silver
Aleksandar api,M,22.0,188,100,Serbia and Montenegro,SCG,2000,Summer,Water Polo,Bronze
Aleksandar api,M,26.0,188,100,Serbia and Montenegro,SCG,2004,Summer,Water Polo,Silver
Aleksandar api,M,30.0,188,100,Serbia,SRB,2008,Summer,Water Polo,Bronze
Serik Zhumangaliyevich Sapiyev,M,28.0,179,64,Kazakhstan,KAZ,2012,Summer,Boxing,Gold
Aleksa aponji,M,20.0,191,98,Serbia,SRB,2012,Summer,Water Polo,Bronze
Jevgijs Saproenko,M,25.0,172,65,Latvia,LAT,2004,Summer,Gymnastics,Silver
Aleksandr Mikhaylovich Saprykin,M,26.0,197,94,Soviet Union,URS,1972,Summer,Volleyball,Bronze
"Zlatko ""Zlatan"" Saraevi",M,27.0,187,97,Yugoslavia,YUG,1988,Summer,Handball,Bronze
"Zlatko ""Zlatan"" Saraevi",M,35.0,187,97,Croatia,CRO,1996,Summer,Handball,Gold
Giulio Cesare Saraudi,M,22.0,183,81,Italy,ITA,1960,Summer,Boxing,Bronze
Hassan Sardar,M,26.0,178,70,Pakistan,PAK,1984,Summer,Hockey,Gold
"Inessa Yevgenyevna Sargsyan (Yemelyanova-, -Korkmaz)",F,28.0,190,75,Russia,RUS,2000,Summer,Volleyball,Silver
Stepan Sargsyan,M,26.0,164,62,Soviet Union,URS,1988,Summer,Wrestling,Silver
Sandra ari,F,24.0,175,67,Croatia,CRO,2008,Summer,Taekwondo,Bronze
Albert Saritov,M,31.0,188,100,Romania,ROU,2016,Summer,Wrestling,Bronze
Yurik Sarkisyan,M,18.0,167,59,Soviet Union,URS,1980,Summer,Weightlifting,Silver
Istvn Srkzi,M,20.0,176,72,Hungary,HUN,1968,Summer,Football,Gold
Gyrgy Sarls,M,28.0,184,84,Hungary,HUN,1968,Summer,Rowing,Silver
Mauro Sarmiento,M,25.0,196,80,Italy,ITA,2008,Summer,Taekwondo,Silver
Mauro Sarmiento,M,29.0,196,80,Italy,ITA,2012,Summer,Taekwondo,Bronze
Victoriano Sarmientos Bios,M,19.0,186,87,Cuba,CUB,1976,Summer,Volleyball,Bronze
Craig Brian Sarner,M,22.0,180,84,United States,USA,1972,Winter,Ice Hockey,Silver
Lszl Srosi,M,22.0,183,83,Hungary,HUN,1968,Summer,Water Polo,Bronze
Lszl Srosi,M,25.0,183,83,Hungary,HUN,1972,Summer,Water Polo,Silver
Lszl Srosi,M,29.0,183,83,Hungary,HUN,1976,Summer,Water Polo,Gold
Bakhyt Abdirakhmanovich Sarsekbayev,M,26.0,173,69,Kazakhstan,KAZ,2008,Summer,Boxing,Gold
Andrea Sartoretti,M,25.0,194,88,Italy,ITA,1996,Summer,Volleyball,Silver
Andrea Sartoretti,M,29.0,194,88,Italy,ITA,2000,Summer,Volleyball,Bronze
Andrea Sartoretti,M,33.0,194,88,Italy,ITA,2004,Summer,Volleyball,Silver
Alessio Sartori,M,23.0,200,100,Italy,ITA,2000,Summer,Rowing,Gold
Alessio Sartori,M,27.0,200,100,Italy,ITA,2004,Summer,Rowing,Bronze
Alessio Sartori,M,35.0,200,100,Italy,ITA,2012,Summer,Rowing,Silver
Nicola Sartori,M,24.0,188,85,Italy,ITA,2000,Summer,Rowing,Bronze
Tatyana Filippovna Sarycheva,F,19.0,175,72,Soviet Union,URS,1968,Summer,Volleyball,Gold
Tatyana Filippovna Sarycheva,F,23.0,175,72,Soviet Union,URS,1972,Summer,Volleyball,Gold
Setsuko Sasaki,F,19.0,173,60,Japan,JPN,1964,Summer,Volleyball,Gold
Szvetiszlv Sasics,M,28.0,179,72,Hungary,HUN,1976,Summer,Modern Pentathlon,Bronze
Anatoly Fomich Sass,M,32.0,188,84,Soviet Union,URS,1968,Summer,Rowing,Gold
"Welissa ""Sass"" de Souza Gonzaga",F,25.0,179,76,Brazil,BRA,2008,Summer,Volleyball,Gold
"William Spencer ""Will"" Satch",M,23.0,198,100,Great Britain,GBR,2012,Summer,Rowing,Bronze
"William Spencer ""Will"" Satch",M,27.0,198,100,Great Britain,GBR,2016,Summer,Rowing,Gold
Eric Anthony Teruo Sato,M,22.0,180,73,United States,USA,1988,Summer,Volleyball,Gold
Eric Anthony Teruo Sato,M,26.0,180,73,United States,USA,1992,Summer,Volleyball,Bronze
Hisayoshi Sato,M,21.0,179,70,Japan,JPN,2008,Summer,Swimming,Bronze
Liane Lissa Sato,F,27.0,162,55,United States,USA,1992,Summer,Volleyball,Bronze
Mitsuru Sato,M,26.0,163,59,Japan,JPN,1988,Summer,Wrestling,Gold
Rie Sato,F,23.0,171,57,Japan,JPN,2004,Summer,Softball,Bronze
Rie Sato,F,27.0,171,57,Japan,JPN,2008,Summer,Softball,Gold
Shinichi Sato,M,26.0,183,80,Japan,JPN,1992,Summer,Baseball,Bronze
Tetsuo Sato,M,19.0,198,86,Japan,JPN,1968,Summer,Volleyball,Silver
Tetsuo Sato,M,23.0,198,86,Japan,JPN,1972,Summer,Volleyball,Gold
Tomoaki Sato,M,27.0,184,90,Japan,JPN,1996,Summer,Baseball,Silver
Toshiharu Sato,M,19.0,170,62,Japan,JPN,1988,Summer,Gymnastics,Bronze
Yasuhiro Sato,M,24.0,176,76,Japan,JPN,1992,Summer,Baseball,Bronze
Yasutaka Sato,M,24.0,184,78,Japan,JPN,1964,Summer,Volleyball,Bronze
Yuki Sato,F,23.0,165,61,Japan,JPN,2004,Summer,Softball,Bronze
Imre Stori (Schwertz),M,23.0,170,69,Hungary,HUN,1960,Summer,Football,Bronze
Tae Satoya,F,21.0,166,55,Japan,JPN,1998,Winter,Freestyle Skiing,Gold
Tae Satoya,F,25.0,166,55,Japan,JPN,2002,Winter,Freestyle Skiing,Bronze
Ivan Satrapa,M,26.0,182,88,Czechoslovakia,TCH,1972,Summer,Handball,Silver
Bekzat Seilkhanovich Sattarkhanov,M,20.0,169,57,Kazakhstan,KAZ,2000,Summer,Boxing,Gold
Rebecca Sattin,F,23.0,180,77,Australia,AUS,2004,Summer,Rowing,Bronze
Norbert Sattler,M,20.0,168,68,Austria,AUT,1972,Summer,Canoeing,Silver
Jean Marlene Saubert,F,21.0,167,68,United States,USA,1964,Winter,Alpine Skiing,Silver
Jean Marlene Saubert,F,21.0,167,68,United States,USA,1964,Winter,Alpine Skiing,Bronze
Lucia Sauca (-Toader),F,20.0,179,78,Romania,ROU,1984,Summer,Rowing,Silver
Martin Sauer,M,29.0,169,55,Germany,GER,2012,Summer,Rowing,Gold
Martin Sauer,M,33.0,169,55,Germany,GER,2016,Summer,Rowing,Silver
Uwe Sauer,M,40.0,185,70,West Germany,FRG,1984,Summer,Equestrianism,Gold
Lotte Nicolien Sauerbreij,F,30.0,164,58,Netherlands,NED,2010,Winter,Snowboarding,Gold
"Rebecca Elizabeth ""Becky"" Sauerbrunn",F,27.0,170,64,United States,USA,2012,Summer,Football,Gold
Glynn Saulters,M,23.0,188,80,United States,USA,1968,Summer,Basketball,Gold
"David Patrick ""Dave"" Saunders",M,23.0,190,88,United States,USA,1984,Summer,Volleyball,Gold
"David Patrick ""Dave"" Saunders",M,27.0,190,88,United States,USA,1988,Summer,Volleyball,Gold
Townsend Saunders,M,29.0,165,68,United States,USA,1996,Summer,Wrestling,Silver
Christoph Sauser,M,24.0,181,65,Switzerland,SUI,2000,Summer,Cycling,Bronze
Dmitry Ivanovich Sautin,M,18.0,172,65,Unified Team,EUN,1992,Summer,Diving,Bronze
Dmitry Ivanovich Sautin,M,22.0,172,65,Russia,RUS,1996,Summer,Diving,Gold
Dmitry Ivanovich Sautin,M,26.0,172,65,Russia,RUS,2000,Summer,Diving,Bronze
Dmitry Ivanovich Sautin,M,26.0,172,65,Russia,RUS,2000,Summer,Diving,Bronze
Dmitry Ivanovich Sautin,M,26.0,172,65,Russia,RUS,2000,Summer,Diving,Silver
Dmitry Ivanovich Sautin,M,26.0,172,65,Russia,RUS,2000,Summer,Diving,Gold
Dmitry Ivanovich Sautin,M,30.0,172,65,Russia,RUS,2004,Summer,Diving,Bronze
Dmitry Ivanovich Sautin,M,34.0,172,65,Russia,RUS,2008,Summer,Diving,Silver
Brian Savage,M,22.0,188,87,Canada,CAN,1994,Winter,Ice Hockey,Silver
Allin Paul Savage,M,50.0,175,91,Canada,CAN,1998,Winter,Curling,Silver
Cristian Savani,M,30.0,195,95,Italy,ITA,2012,Summer,Volleyball,Bronze
Katerine Savard,F,23.0,167,54,Canada,CAN,2016,Summer,Swimming,Bronze
Viktor Hryhorovych Savchenko,M,23.0,172,71,Soviet Union,URS,1976,Summer,Boxing,Bronze
Viktor Hryhorovych Savchenko,M,27.0,172,71,Soviet Union,URS,1980,Summer,Boxing,Silver
Ilya Yevgenyevich Savelyev,M,29.0,202,90,Russia,RUS,2000,Summer,Volleyball,Silver
Sergey Petrovich Savelyev,M,27.0,178,70,Soviet Union,URS,1976,Winter,Cross Country Skiing,Gold
Sergey Petrovich Savelyev,M,27.0,178,70,Soviet Union,URS,1976,Winter,Cross Country Skiing,Bronze
Tatyana Andreyevna Savelyeva,F,17.0,164,57,Soviet Union,URS,1964,Summer,Swimming,Bronze
Jill Savery,F,24.0,160,52,United States,USA,1996,Summer,Synchronized Swimming,Gold
Dejan Savi,M,25.0,190,120,Serbia and Montenegro,SCG,2000,Summer,Water Polo,Bronze
Dejan Savi,M,29.0,190,120,Serbia and Montenegro,SCG,2004,Summer,Water Polo,Silver
Dejan Savi,M,33.0,190,120,Serbia,SRB,2008,Summer,Water Polo,Bronze
"Radmila ""Rada"" Savi",F,19.0,170,69,Yugoslavia,YUG,1980,Summer,Handball,Silver
Zoran Savi,M,29.0,209,114,Serbia and Montenegro,SCG,1996,Summer,Basketball,Silver
Yury Nikolayevich Savichev,M,23.0,183,73,Soviet Union,URS,1988,Summer,Football,Gold
Jess Savigne Savigne,M,23.0,187,90,Cuba,CUB,1976,Summer,Volleyball,Bronze
Jane Kara Saville (-White),F,29.0,164,52,Australia,AUS,2004,Summer,Athletics,Bronze
Aleksandr Borisovich Savin,M,19.0,200,97,Soviet Union,URS,1976,Summer,Volleyball,Silver
Aleksandr Borisovich Savin,M,23.0,200,97,Soviet Union,URS,1980,Summer,Volleyball,Gold
Vitaly Anatolyevich Savin,M,22.0,184,95,Soviet Union,URS,1988,Summer,Athletics,Gold
Mariya Sergeyevna Savinova (-Farnosova),F,26.0,172,60,Russia,RUS,2012,Summer,Athletics,Gold
Svio Pimentel Bortolini,M,22.0,176,70,Brazil,BRA,1996,Summer,Football,Bronze
Javier Pedro Saviola Fernndez,M,22.0,168,60,Argentina,ARG,2004,Summer,Football,Gold
Galina Vladimirovna Savitskaya (Krisevich-),F,27.0,187,79,Soviet Union,URS,1988,Summer,Basketball,Bronze
Larisa Mikhaylovna Savkina,F,25.0,178,75,Soviet Union,URS,1980,Summer,Handball,Gold
Heikki Ilmari Savolainen,M,20.0,172,64,Finland,FIN,1928,Summer,Gymnastics,Bronze
Heikki Ilmari Savolainen,M,24.0,172,64,Finland,FIN,1932,Summer,Gymnastics,Bronze
Heikki Ilmari Savolainen,M,24.0,172,64,Finland,FIN,1932,Summer,Gymnastics,Bronze
Heikki Ilmari Savolainen,M,24.0,172,64,Finland,FIN,1932,Summer,Gymnastics,Bronze
Heikki Ilmari Savolainen,M,24.0,172,64,Finland,FIN,1932,Summer,Gymnastics,Silver
Heikki Ilmari Savolainen,M,28.0,172,64,Finland,FIN,1936,Summer,Gymnastics,Bronze
Heikki Ilmari Savolainen,M,40.0,172,64,Finland,FIN,1948,Summer,Gymnastics,Gold
Heikki Ilmari Savolainen,M,40.0,172,64,Finland,FIN,1948,Summer,Gymnastics,Gold
Heikki Ilmari Savolainen,M,44.0,172,64,Finland,FIN,1952,Summer,Gymnastics,Bronze
Jaana Maarit Savolainen,F,24.0,162,51,Finland,FIN,1988,Winter,Cross Country Skiing,Bronze
Amarilys Savn Carmenate,F,18.0,159,52,Cuba,CUB,1992,Summer,Judo,Bronze
Amarilys Savn Carmenate,F,22.0,159,52,Cuba,CUB,1996,Summer,Judo,Bronze
Amarilys Savn Carmenate,F,30.0,159,52,Cuba,CUB,2004,Summer,Judo,Bronze
Erislandy Savn Cotilla,M,26.0,192,91,Cuba,CUB,2016,Summer,Boxing,Bronze
Flix Savn Fabr,M,24.0,198,91,Cuba,CUB,1992,Summer,Boxing,Gold
Flix Savn Fabr,M,28.0,198,91,Cuba,CUB,1996,Summer,Boxing,Gold
Flix Savn Fabr,M,32.0,198,91,Cuba,CUB,2000,Summer,Boxing,Gold
"Anzhelika ""Angelica"" Savrayuk",F,22.0,175,49,Italy,ITA,2012,Summer,Rhythmic Gymnastics,Bronze
Homare Sawa,F,33.0,164,55,Japan,JPN,2012,Summer,Football,Silver
Govind Rao Sawant,M,24.0,171,60,India,IND,1960,Summer,Hockey,Silver
Aljona Sawtchenko,F,26.0,153,48,Germany-1,GER,2010,Winter,Figure Skating,Bronze
Aljona Sawtchenko,F,30.0,153,48,Germany-1,GER,2014,Winter,Figure Skating,Bronze
Saynjargalyn Nyam-Ochir,M,26.0,174,73,Mongolia,MGL,2012,Summer,Judo,Bronze
John Anthony Sayre,M,24.0,193,88,United States,USA,1960,Summer,Rowing,Gold
Adam Khamidovich Saytiyev,M,22.0,178,80,Russia,RUS,2000,Summer,Wrestling,Gold
Buvaysar Khamidovich Saytiyev,M,21.0,180,74,Russia,RUS,1996,Summer,Wrestling,Gold
Buvaysar Khamidovich Saytiyev,M,29.0,180,74,Russia,RUS,2004,Summer,Wrestling,Gold
Buvaysar Khamidovich Saytiyev,M,33.0,180,74,Russia,RUS,2008,Summer,Wrestling,Gold
"Nataliya Vyacheslavovna ""Natasha"" Sazanovich",F,22.0,178,70,Belarus,BLR,1996,Summer,Athletics,Silver
"Nataliya Vyacheslavovna ""Natasha"" Sazanovich",F,27.0,178,70,Belarus,BLR,2000,Summer,Athletics,Bronze
Sazhid Khalilrakhimovich Sazhidov,M,24.0,176,84,Russia,RUS,2004,Summer,Wrestling,Bronze
Per Albert Stersdal,M,28.0,181,79,Norway,NOR,1992,Summer,Rowing,Silver
Lasse Stre,M,27.0,182,85,Norway,NOR,2002,Winter,Speed Skating,Bronze
Herdis Birgitte Sttem (-Jomaas),F,22.0,178,70,Norway,NOR,2000,Summer,Handball,Bronze
"Mohamed Karim ""Moe"" Sbihi",M,24.0,202,110,Great Britain,GBR,2012,Summer,Rowing,Bronze
"Mohamed Karim ""Moe"" Sbihi",M,28.0,202,110,Great Britain,GBR,2016,Summer,Rowing,Gold
Antonio Massimiliano Scaduto,M,30.0,193,93,Italy,ITA,2008,Summer,Canoeing,Bronze
Giovanni Scalzo,M,21.0,180,77,Italy,ITA,1980,Summer,Fencing,Silver
Giovanni Scalzo,M,25.0,180,77,Italy,ITA,1984,Summer,Fencing,Gold
Giovanni Scalzo,M,29.0,180,77,Italy,ITA,1988,Summer,Fencing,Bronze
Giovanni Scalzo,M,29.0,180,77,Italy,ITA,1988,Summer,Fencing,Bronze
Angelo Scalzone,M,41.0,177,92,Italy,ITA,1972,Summer,Shooting,Gold
"Susannah ""Susie"" Scanlan",F,22.0,170,58,United States,USA,2012,Summer,Fencing,Bronze
James Scanlon,M,20.0,181,70,Australia,AUS,1968,Summer,Equestrianism,Bronze
Ylenia Scapin,F,21.0,166,70,Italy,ITA,1996,Summer,Judo,Bronze
Ylenia Scapin,F,25.0,166,70,Italy,ITA,2000,Summer,Judo,Bronze
Luigi Scarabello,M,20.0,172,74,Italy,ITA,1936,Summer,Football,Gold
"Edward Richard ""Eddie"" Scarf",M,23.0,180,99,Australia,AUS,1932,Summer,Wrestling,Bronze
